TotalCount,Hosp_ID,Hosp_Name,Special_Type,Special_Name,Regist_Fee,EM_Regist_Fee,Fee_Remark,Address,Tel_Area,Tel_Num,Stars,Comments
212,3501154359,社子安心診所,4,診所,150,\N,\N,臺北市士林區延平北路5段76號,2,28136622,4.7,36
213,3701150659,弘美牙醫診所,4,診所,100,\N,\N,臺北市士林區延平北路6段126號1樓,2,28111936,4,7
214,3701157185,宏仁牙醫診所,4,診所,100,\N,\N,臺北市士林區延平北路6段158、162號,2,28117543,5,2
215,3701150373,蘇鴻輝牙醫診所,4,診所,100,\N,\N,臺北市士林區延平北路6段76號,2,28119909,2.1,12
216,3801152477,社子中醫診所,4,診所,100,\N,\N,臺北市士林區延平北路6段87號（實際使用：1樓）,2,28160106,4.9,52
217,3501153996,健群骨科診所,4,診所,50,\N,初診100複診50,臺北市士林區延平北路6段8號及10號1、2、3樓,2,2816-8770,2.9,46
218,3801150044,存安堂中醫診所,4,診所,80,\N,\N,臺北市士林區延平北路7段82號,2,28100443,\N,0
219,3801152342,悅展中醫診所,4,診所,150,\N,\N,臺北市士林區延平北路五段243號,2,28128132,4.3,21
220,3701156884,劭陽牙醫診所,4,診所,100,\N,\N,臺北市士林區忠義街117號1樓,2,28313352,4.2,19
221,3701151772,保齡牙醫診所,4,診所,100,\N,\N,臺北市士林區忠義街81號1樓,2,28356011,4.6,24
222,3501151750,芝山診所,4,診所,150,300,\N,臺北市士林區忠義街82號1樓,2,28362780,4.1,14
223,3501151125,蘇惠珍皮膚科診所,4,診所,150,\N,110年03月01日有看診,臺北市士林區忠義街83號,2,28383090,4,48
224,3701151183,念華牙醫診所,4,診所,\N,\N,\N,臺北市士林區忠誠路1段100巷14號地下樓,2,28357311,3.4,30
225,3501154206,天母品恆復健科診所,4,診所,200,\N,\N,臺北市士林區忠誠路1段135、137、157號,2,28386855,4.3,96
226,3501151465,盧金成婦產科診所,4,診所,150,\N,\N,臺北市士林區忠誠路1段179號2樓,2,28330535,3.5,33
227,3701150024,大雅牙醫診所,4,診所,150,\N,健保部份負擔50元,臺北市士林區忠誠路1段186號1樓,2,28331888,4.8,38
228,3701157541,廖宥程齒顎矯正專科診所,4,診所,\N,\N,\N,臺北市士林區忠誠路1段33號,2,28730555,4.6,14
229,3701156740,許牙醫診所,4,診所,150,\N,6月25 262 27 28日休息,臺北市士林區忠誠路1段57號1樓,2,28368346,4.7,645
230,3501154377,永恆美診所,4,診所,250,\N,\N,臺北市士林區忠誠路1段58號(實際使用：1樓及地下1、2層),2,28313107,4.7,197
231,3701157023,國維牙醫診所,4,診所,150,\N,\N,臺北市士林區忠誠路1段84號1樓、88號1樓、90號1樓,2,28344265,4.4,158
232,3701151512,佳樺牙醫診所,4,診所,100,\N,\N,臺北市士林區忠誠路2段10巷4號1樓,2,28319062,3.2,16
233,3701150015,忠誠牙醫診所,4,診所,\N,\N,\N,臺北市士林區忠誠路2段1號1樓,2,28310715,1.8,31
234,3501151830,得安耳鼻喉科診所,4,診所,150,\N,\N,臺北市士林區忠誠路2段3號,2,28382032,4,54
235,3801152593,泓景中醫診所,4,診所,150,\N,\N,臺北市士林區忠誠路2段40巷6號,2,28383268,4.9,22
236,3701156768,立宸牙醫診所,4,診所,150,\N,部分負擔50,臺北市士林區忠誠路2段41巷38號1樓,2,88666287,4,4
237,3501151849,忠誠聯合診所,4,診所,150,\N,\N,臺北市士林區忠誠路2段50巷35號,2,88661176,3.8,25
238,3801150455,天母中醫診所,4,診所,100,\N,\N,臺北市士林區忠誠路2段50巷4號1樓,2,28368709,4.6,31
239,3501151607,張松柏眼科診所,4,診所,150,\N,\N,臺北市士林區忠誠路2段58號2樓,2,28357668,3.1,23
240,3701157121,中美牙醫診所,4,診所,100,\N,2/10-2/16春節休診,臺北市士林區忠誠路2段64號3樓,2,28312206,4.7,41
241,3801151694,福華中醫診所,4,診所,100,\N,\N,臺北市士林區忠誠路2段76巷8號,2,88665458,4.4,10
242,3501151590,洪楷義耳鼻喉科診所,4,診所,150,\N,\N,臺北市士林區忠誠路2段88號1樓,2,28731386,4,25
243,3701157283,達美牙醫診所,4,診所,100,\N,\N,臺北市士林區忠誠路一段159號,2,28380201,4.7,41
244,3701151718,有仁牙醫診所,4,診所,150,150,\N,臺北市士林區忠誠路二段154巷13號1樓,2,28737711,5,3
245,3501154653,聯志骨科診所,4,診所,150,\N,\N,臺北市士林區承德路4段184號,2,28810050,4.9,26
246,3501153745,愛林診所,4,診所,150,\N,\N,臺北市士林區承德路4段222號、222之1號、222之2號,2,28836881,4.3,272
247,3701156795,宗賢牙醫診所,4,診所,100,\N,\N,臺北市士林區承德路4段236號1樓,2,28883090,4.7,542
248,3501153496,杏暉診所,4,診所,100,\N,9/20(一))正常門診,臺北市士林區社子街15號,2,28117094,4,24
249,3501153576,雙林皮膚科診所,4,診所,150,\N,\N,臺北市士林區社子街28號,2,28111116,4.1,40
250,3701157630,順祥牙醫診所,4,診所,\N,\N,端午連假休6/16(六)6/17(日)6/18(一)共三天,臺北市士林區社子街34號,2,28118736,4.9,21
251,3801152244,仁佑中醫診所,4,診所,100,\N,\N,臺北市士林區社子街41之1號（實際使用：1樓）,2,88115240,2.9,45
252,3501150208,李世澤小兒科內科診所,4,診所,150,150,65歲以上優惠掛號費為100元,臺北市士林區社子街67號,2,28111472,3.4,15
253,3701150711,社子黃牙醫診所,4,診所,100,\N,\N,臺北市士林區社子街7號,2,28114397,\N,0
254,3501154279,科安診所,4,診所,100,\N,\N,臺北市士林區社中街116號,2,28110699,4.8,90
255,3501154215,和謙耳鼻喉科診所,4,診所,100,\N,\N,臺北市士林區社中街362號,2,28165678,4.7,23
256,3501151269,粱耳鼻喉科診所,4,診所,150,\N,"國定假日只看早上,周日休診",臺北市士林區社正路12－1號,2,28168456,4.5,51
257,3701150935,博浩牙醫診所,4,診所,100,\N,\N,臺北市士林區社正路23號,2,28161988,4.1,25
258,3501153567,平安診所,4,診所,100,\N,\N,臺北市士林區社新里社子街36－1號1樓,2,28167263,4.1,21
259,3801152333,畢士大中醫診所,4,診所,100,\N,\N,臺北市士林區前港街108號,2,28837925,4.8,33
260,3801150179,政德中醫診所,4,診所,100,\N,\N,臺北市士林區前街17號,2,28315557,4.9,7
261,3701150284,喬森牙醫診所,4,診所,50,\N,\N,臺北市士林區後港街18號,2,28858625,3.8,11
262,3501151698,王文豪診所,4,診所,50,\N,\N,臺北市士林區美崙街66號1樓,2,88665360,5,5
263,3801152511,蓉平中醫診所,4,診所,100,\N,\N,臺北市士林區美崙街73號,2,88665773,4.8,30
264,3501151232,仁友皮膚科診所,4,診所,150,\N,\N,臺北市士林區美德街22－1號1樓,2,28816131,4.1,85
265,3801151845,惠眾中醫診所,4,診所,100,\N,\N,臺北市士林區美德街70號,2,28336191,5,19
266,3501153656,百齡診所,4,診所,150,\N,\N,臺北市士林區重慶北路4段187號1、2樓,2,28126892,4.2,6
267,3701150328,光和牙醫診所,4,診所,50,\N,\N,臺北市士林區基河路238－3號1樓,2,28834040,2.8,9
268,3501154297,佑康診所,4,診所,100,\N,\N,臺北市士林區通河街100號,2,28859598,4.5,677
269,3701150819,永泰牙醫診所,4,診所,50,\N,\N,臺北市士林區通河街119號,2,28852892,4.9,274
270,3701151423,博信牙醫診所,4,診所,100,\N,\N,臺北市士林區通河街173號,2,28853220,3.9,15
271,3801152628,天梁堂中醫診所,4,診所,150,\N,\N,臺北市士林區通河街35號,2,28850226,4.8,15
272,3501151054,德泰耳鼻喉科診所,4,診所,150,\N,掛號費150+部分負擔50,臺北市士林區通河街42－1號,2,28851570,4.2,100
273,3501151018,林博通醫師診所,4,診所,150,\N,\N,臺北市士林區通河街60號1樓,2,28851148,5,25
274,3701157381,可潔牙醫診所,4,診所,150,\N,\N,臺北市士林區通河街62號,2,28866062,3.9,37
275,3501150995,廖正義診所,4,診所,150,\N,福保、榮民100,臺北市士林區通河街90號,2,28857472,4.9,7
276,3501154242,華崗文化診所,4,診所,150,150,文化大學及華岡藝校特約持學生証健保卡一般掛號費100元.,臺北市士林區菁山路26號（1層）,2,28626188,3.6,17
277,3701150515,新民牙醫診所,4,診所,\N,\N,\N,臺北市士林區華齡街14號1樓,2,28815897,3.5,8
278,3701151496,廣都牙醫診所,4,診所,\N,\N,健保部份負擔50元,臺北市士林區華齡街49號,2,28815516,2.1,14
279,3801152495,百齡中醫診所,4,診所,100,\N,\N,臺北市士林區華齡街57號,2,28818827,4,65
280,3801150508,顏居雲中醫診所,4,診所,50,50,\N,臺北市士林區華齡街72號1樓,2,28817190,4.6,21
281,3501151894,華齡診所,4,診所,150,\N,\N,臺北市士林區華齡街74號1樓,2,28825650,4.1,18
282,3701151629,福國牙醫診所,4,診所,\N,\N,\N,臺北市士林區福國路15巷12號,2,28338642,3.2,18
283,3701157345,博格牙醫診所,4,診所,100,500,"晚上9點過後掛號,酌收急診掛號費$500",臺北市士林區福國路95號1樓,2,28325510,4.8,360
284,3801151649,普濟中醫診所,4,診所,\N,\N,\N,臺北市士林區福國路98－5號1樓,2,28363365,4.8,12
285,3501153281,柏齡診所,4,診所,150,\N,\N,臺北市士林區福港街105號,2,28831310,3.6,5
286,3701150202,長虹牙醫診所,4,診所,100,\N,\N,臺北市士林區福港街121號,2,28817752,5,2
287,3501151938,何小兒科診所,4,診所,150,\N,\N,臺北市士林區福港街176號,2,28827401,4.8,18
288,3701151361,世安牙醫診所,4,診所,100,\N,\N,臺北市士林區福港街49號1樓,2,28816182,3.6,9
289,3801152431,芝音中醫診所,4,診所,150,\N,\N,臺北市士林區福華路128巷10號,2,28368810,4.5,11
290,3701157578,亮顏美學牙醫診所,4,診所,150,\N,\N,臺北市士林區福華路158號2樓,2,28322699,2.8,42
291,3801152459,劍潭中醫診所,4,診所,100,\N,\N,臺北市士林區劍潭路46號,2,28855799,5,25
292,3701157372,倍爾牙醫診所,4,診所,150,\N,\N,臺北市士林區劍潭路60號1樓,2,28856910,3.6,27
293,3501151714,安寧診所,4,診所,100,\N,星期1.3.5.看診9:00-12:00下午16:00-20:00**星期2.4.6.上午9:-00-12:00,臺北市士林區劍潭路91號,2,28815367,1,2
294,3501154288,天母康健身心診所,4,診所,150,\N,\N,臺北市士林區德行西路100號,2,28378787,3.6,49
295,3801152388,指筌中醫診所,4,診所,100,\N,\N,臺北市士林區德行西路102號,2,88666146,4.2,33
296,3501150735,元順診所,4,診所,100,\N,\N,臺北市士林區德行西路106號1樓,2,28340633,4,4
297,3501153478,嘉櫻小兒科診所,4,診所,150,\N,\N,臺北市士林區德行西路119號1樓,2,88666202,4.1,9
298,3701150426,亨皓牙醫診所,4,診所,100,\N,\N,臺北市士林區德行西路123號,2,28315773,4.5,36
299,3701151432,家福牙醫診所,4,診所,100,\N,低收、殘障50元,臺北市士林區德行西路68號,2,28322112,4.9,274
300,3701157523,林政毅牙醫診所,4,診所,150,\N,\N,臺北市士林區德行西路74號、74號2樓,2,28371981,3.8,25
301,3501154082,博政骨科診所,4,診所,200,\N,\N,臺北市士林區德行西路99號1樓、101號1樓,2,28361990,3.1,83
302,3801150384,易元堂中醫診所,4,診所,100,\N,\N,臺北市士林區德行東路109巷91號,2,28340862,4.2,17
303,3501154626,宸安力康診所,4,診所,150,\N,\N,臺北市士林區德行東路153號,2,28377775,4.3,39
304,3801152002,一春堂中醫診所,4,診所,100,\N,\N,臺北市士林區德行東路187－1號,2,28321239,5,10
305,3701150417,德行牙醫診所,4,診所,150,\N,\N,臺北市士林區德行東路187號,2,28323500,3,12
306,3801151890,天御中醫診所,4,診所,100,\N,元旦休診.12/28-1/1日,臺北市士林區德行東路215號,2,28339549,4.8,30
307,3701151450,經緯牙醫診所,4,診所,150,\N,低收、殘障100元,臺北市士林區德行東路275號1樓,2,28333199,5,1
308,3501154475,樹爸爸親子診所,4,診所,150,\N,\N,臺北市士林區德行東路286號,2,28381838,4.1,73
309,3701150999,揚明牙醫診所,4,診所,150,\N,\N,臺北市士林區德行東路310號,2,28336006,4.3,25
310,3701150444,瑞陽牙醫診所,4,診所,50,\N,\N,臺北市士林區德行東路355號,2,28366664,4.4,21
311,3701150140,第一牙醫診所,4,診所,50,\N,\N,臺北市士林區德行東路46巷4弄3號1樓,2,28359352,3.9,27
312,3501150806,何啟温診所,4,診所,150,\N,\N,臺北市士林區德行東路63號1樓,2,28373890,4.8,45
313,3701157274,聖林牙醫診所,4,診所,50,\N,\N,臺北市士林區德行東路67號,2,28336120,4.4,7
314,3701150640,慶仁牙醫診所,4,診所,50,\N,\N,臺北市士林區德行東路6號1樓,2,28351597,5,6
315,3501153709,天母皮膚科診所,4,診所,150,\N,\N,臺北市士林區德行東路90巷33弄10號1樓,2,28326601,4.3,109
316,3801150446,瀚儒中醫診所,4,診所,150,\N,\N,臺北市士林區德行東路92號2樓,2,28378053,4.7,13
317,3701157336,長茂牙醫診所,4,診所,150,\N,\N,臺北市士林區磺溪街41號1樓,2,28366566,3.5,27
318,3501090663,廣安診所,4,診所,100,\N,另加部份負擔50元.三歲以下.榮民及福保免部份負擔,臺北市大同區大龍街177巷3號,2,25926735,5,3
319,3701090041,吳震鵬牙醫診所,4,診所,50,50,另收部分負擔50,臺北市大同區大龍街183號,2,25960793,4,1
320,3501093619,夏凱納生活診所,4,診所,150,\N,\N,臺北市大同區五原路15號、19號2樓,2,25558313,4.4,60
321,3701090729,良朋牙醫診所,4,診所,200,\N,需先電話約診,臺北市大同區天水路32號2樓,2,25561649,4.9,17
322,3701092527,泉玥牙醫診所,4,診所,150,\N,\N,臺北市大同區太原路113號（2樓、3樓）,2,25588020,5,97
323,3701090014,英士牙醫診所,4,診所,50,50,另收部分負擔50,臺北市大同區太原路154－11號,2,25580512,5,32
324,3701090907,欣華牙醫診所,4,診所,100,\N,\N,臺北市大同區民生西路123號、承德路2段137號8樓之4,2,25538921,3.8,32
325,3701092312,晶悅美學牙醫診所,4,診所,100,\N,\N,臺北市大同區民生西路138號,2,25593671,4.2,93
326,3501093897,祐雙診所,4,診所,\N,\N,\N,臺北市大同區民生西路138號2樓,2,25597277,3.9,60
327,3801090801,一聖堂中醫診所,4,診所,150,\N,\N,臺北市大同區民生西路154號,2,25566096,4.4,7
328,3501093806,祥恩耳鼻喉科診所,4,診所,150,\N,\N,臺北市大同區民生西路195號,2,25535185,4.4,38
329,3801093562,原平中醫診所,4,診所,100,\N,\N,臺北市大同區民生西路199號,2,25538550,4.9,21
330,3501093913,寧夏診所,4,診所,150,\N,\N,臺北市大同區民生西路236號,2,25586060,4.2,97
331,3801090356,華源堂中醫診所,4,診所,100,\N,門診時間為:早上9:00~12  下午2:00~6:00,臺北市大同區民生西路318號,2,25557585,4.8,5
332,3801093688,新悅中醫診所,4,診所,100,\N,\N,臺北市大同區民生西路71號1樓,2,25531488,4.9,43
333,3501093717,宜康復健科診所,4,診所,100,\N,\N,臺北市大同區民族西路124號、124－1號、126號,2,25851555,4.1,64
334,3701092107,天喜牙醫診所,4,診所,200,\N,\N,臺北市大同區民族西路138號1樓,2,25950752,4.1,11
335,3701091084,永新聯合牙醫診所,4,診所,100,\N,\N,臺北市大同區民族西路156號,2,25971935,3,31
336,3501091491,大龍峒耳鼻喉科診所,4,診所,100,\N,\N,臺北市大同區民族西路223－5號,2,25951475,4.1,32
337,3701090621,久豐牙醫診所,4,診所,100,\N,\N,臺北市大同區民族西路236號,2,25918586,4.9,26
338,3501093057,中華民國防癆協會第一胸腔病防治所,4,診所,150,\N,\N,臺北市大同區民權西路104號2樓,2,25577221,4.7,9
339,3501091660,朱世輝耳鼻喉科診所,4,診所,\N,\N,\N,臺北市大同區民權西路106號2Ｆ,2,25535016,3.9,7
340,3701092330,忻安牙醫診所,4,診所,100,200,\N,臺北市大同區民權西路122號1樓,2,25957885,3,2
341,3801090267,陳潮宗中醫診所,4,診所,100,\N,\N,臺北市大同區民權西路127號1樓、127之1號1樓,2,25935882,3.9,87
342,3701090676,仁偉牙醫診所,4,診所,50,\N,上午9:00~12:00 下午2:00~6:00 晚上7:30~9:30,臺北市大同區民權西路144巷1、3號1樓,2,25538658,2.6,24
343,3701090452,劍橋牙醫診所,4,診所,100,\N,\N,臺北市大同區民權西路144巷13號1樓、Ｂ1,2,25572858,4.6,31
344,3501094090,賢福診所,4,診所,150,\N,\N,臺北市大同區民權西路148號2樓,9,79308520,5,5
345,3501094054,新旅程復健科診所,4,診所,150,\N,\N,臺北市大同區民權西路237－7號（實際營業樓層：1樓、2樓）,2,25858286,3.9,33
346,3501090172,鈞生診所,4,診所,100,\N,\N,臺北市大同區甘州街28號,2,25570048,4.9,41
347,3501093584,建順診所,4,診所,150,300,\N,臺北市大同區甘州街51號,2,25573250,2,15
348,3701090210,西寧安泰牙醫診所,4,診所,100,100,另收部分負擔50,臺北市大同區西寧北路15號1樓,2,25527121,3.4,18
349,3701090283,建成牙醫診所,4,診所,200,\N,\N,臺北市大同區西寧北路51－1號2樓,2,25593999,3.5,6
350,3701090596,宏嘉牙醫診所,4,診所,100,\N,\N,臺北市大同區赤峰街11號1樓,2,25580267,4.2,30
351,3801093179,明昇中醫診所,4,診所,130,\N,\N,臺北市大同區赤峰街13號,2,25583915,4.2,18
352,3501090814,黃博裕小兒科診所,4,診所,100,\N,\N,臺北市大同區赤峰街49巷21號,2,25592440,4.8,85
353,3701090685,永達牙醫診所,4,診所,100,\N,\N,臺北市大同區延平北路1段155號3樓,2,25584675,3.7,15
354,3501091759,周承良耳鼻喉科診所,4,診所,120,\N,\N,臺北市大同區延平北路1段22號,2,25590862,4.1,93
355,3701090818,朝陽牙醫診所,4,診所,150,\N,\N,臺北市大同區延平北路2段109號2樓,2,25563168,3.9,15
356,3701090612,長興牙醫診所,4,診所,200,\N,無急診! 星期二上午&星期四上午&星期六全天&星期日全天休診!,臺北市大同區延平北路2段124號2樓之1,2,25538935,3.6,14
357,3701092198,雅晴牙醫診所,4,診所,100,\N,2/11下午~2/15春節休診,臺北市大同區延平北路2段127號,2,25529757,2.9,7
358,3701090630,章牙醫診所,4,診所,100,\N,\N,臺北市大同區延平北路2段144巷13－1號,2,25536730,4,13
359,3701092125,立全牙醫診所,4,診所,100,\N,部分負擔50,臺北市大同區延平北路2段145號,2,25536628,4.6,30
360,3801092681,御聖堂中醫診所,4,診所,100,\N,\N,臺北市大同區延平北路2段184號,2,25539670,4.3,12
361,3501093253,林仲皮膚科診所,4,診所,150,\N,\N,臺北市大同區延平北路2段20號,2,25525138,3.8,64
